stock_code;description;total_revenue;total_units;avg_discount;promo_revenue
84859B;BLUE DISCO HANDBAG;66,76;   32;-0,1863;0,00
90040B;MURANO STYLE GLASS BRACELET BLACK;66,70;   18;0,0205;14,00
35819P;ACRYLIC HANGING JEWEL,PINK;66,55;   95;-0,3271;0,00
84686;BEACH HUT MIRROR;66,39;   49;0,3053;32,39
17011F;ORIGAMI SANDLEWOOD INCENSE+FLOWER;66,36;   81;-1,4198;0,00
72807a;SET/3 ROSE CANDLE IN JEWELLED BOX;66,32;    8;0,0000;0,00
20663;QUEEN OF THE SKIES HOLIDAY PURSE;66,26;   25;-0,0947;0,00
85008;SET OF 3 CONEY ISLAND OVAL BOXES;66,12;   13;-0,0447;1,50
20835;FRENCH LATTICE CUSHION COVER;65,80;   67;-1,5346;0,00
21031;SPACE CADET BLACK;65,49;   53;-0,0336;9,31
90214L;"LETTER ""L"" BLING KEY RING";65,04;   94;-0,0104;10,44
84247N;PACK/12 BLUE FOLKART CARDS;64,90;   22;0,0000;0,00
90186B;CRYSTAL HOOP EARRING FLORAL LEAF;64,58;   22;-0,0110;0,00
23235;BISCUIT TIN VINTAGE LEAF;64,56;   24;0,0461;29,88
90202D;PINK ENAMEL FLOWER HAIR TIE;64,46;   22;-0,0050;0,00
90082D;DIAMANTE BOW BROOCH BLACK COLOUR;64,38;   10;-0,0116;0,00
90202A;PURPLE ENAMEL FLOWER HAIR TIE;64,28;   22;-0,0053;0,00
90036F;"FLOWER GLASS GARLD NECKL36""TURQUOIS";64,08;    8;0,0030;0,00
90181A;AMBER GLASS/SHELL/PEARL NECKLACE;64,04;    7;0,0002;0,00
23253;16 PC CUTLERY SET PANTRY DESIGN;63,80;    4;0,0000;0,00
22407;MONEY BOX FIRST ADE DESIGN;63,75;   51;0,0000;0,00
21692;SILVER LATTICE VANILLA CANDLE POT;63,75;   17;0,0000;0,00
84875D;BLUE SQUARE COMPACT MIRROR;63,75;   51;0,0000;0,00
84673A;PINK FLY SWAT;63,72;   92;-0,0832;0,00
72133;COLUMBIAN CANDLE RECTANGLE;63,51;   45;-0,1708;0,00
90196B;BLACK GEMSTONE NECKLACE 45CM;63,48;    5;0,0042;0,00
35815P;ACRYLIC JEWEL SNOWFLAKE, PINK;63,28;  162;-0,9053;0,00
62094B;TURQ ICE CREAM BUM BAG;63,21;   19;-0,6005;0,00
90141A;GREEN PENDANT TRIPLE SHELL NECKLACE;63,11;   12;0,0146;19,80
S;SAMPLES;63,05;    2;-0,0509;0,00
22145;CHRISTMAS CRAFT HEART STOCKING;63,00;   30;0,0000;0,00
84452;METAL RABBIT LADDER EASTER;62,90;   74;0,0000;0,00
40046A;RED DAISY PAPER LAMPSHADE;62,50;   50;0,0000;0,00
84760S;SMALL HANGING GLASS+ZINC LANTERN;62,35;   43;0,0000;0,00
72351a;SET/6 TURQUOISE BUTTERFLY T-LIGHTS;62,27;   15;-0,0049;0,00
85160B;BLACK BIRD GARDEN DESIGN MUG;62,24;  106;-2,5038;0,00
84247L;FAWN AND MUSHROOM GREETING CARD;62,06;  128;-0,5727;0,00
20848;ZINC HEART LATTICE CHARGER SMALL;61,95;   21;0,0000;0,00
90210B;CLEAR ACRYLIC FACETED BANGLE;61,56;   41;0,2707;35,00
90087;CRYSTAL SEA HORSE PHONE CHARM;61,46;  107;0,0876;23,88
16151A;FLOWERS HANDBAG blue and orange;61,25;   49;0,0000;0,00
23541;WALL ART ,PUDDINGS;61,20;    8;0,0485;44,70
90183B;AMETHYST DROP EARRINGS W LONG BEADS;61,08;   21;-0,0037;0,00
71495B;CD WALL TIDY RED FLOWERS;61,05;  163;-0,5313;0,00
84985A;SET OF 72 GREEN PAPER DOILIES;60,90;   42;0,0000;0,00
21655;HANGING RIDGE GLASS T-LIGHT HOLDER;60,84;   36;0,0000;0,00
90065A;WHITE VINTAGE CRYSTAL BRACELET;60,75;    9;0,0000;0,00
90214K;"LETTER ""K"" BLING KEY RING";60,70;   78;-0,0742;7,25
84984D;ORIENTAL RED CUSHION COVER;60,45;   13;0,0000;0,00
84805A;CREAM CLIMBING HYDRANGA ART FLOWER;60,00;   32;-1,0000;0,00
90031;BILI NUT AND WOOD NECKLACE;59,89;   50;-1,4129;0,00
90206A;GOLD DIAMANTE STAR BROOCH;59,80;   12;-0,0029;0,00
22849;BREAD BIN, DINER STYLE, MINT;59,80;    4;0,1180;59,80
22847;BREAD BIN, DINER STYLE, IVORY;59,80;    4;0,1180;59,80
23629;SET 10 CARDS DRESSING UP 17077;59,76;   24;0,0000;0,00
23537;I LOVE LONDON WALL ART;59,40;   12;0,0000;0,00
21910;WAY OUT METAL SIGN;59,40;   36;0,0000;0,00
23325;RUSTIC STRAWBERRY JAMPOT SMALL;59,40;   36;0,0000;0,00
79071B;ENGLISH ROSE METAL WASTE BIN;59,00;   20;0,0000;0,00
90202C;GREEN ENAMEL FLOWER HAIR TIE;58,71;   20;-0,0113;0,00
20760;GARDEN PATH POCKET BOOK;58,65;   69;0,0000;0,00
84798A;PINK FOXGLOVE ARTIIFCIAL FLOWER;58,65;   23;0,0000;0,00
72134;COLUMBIAN  CUBE CANDLE;58,62;  105;-0,1615;35,28
90190C;SILVER/AMETHYST DROP EARRINGS LEAF;58,43;   20;-0,0069;0,00
84877A;PINK ROUND COMPACT MIRROR;58,16;   40;-0,8160;0,00
72802a;ROSE SCENT CANDLE IN JEWELLED BOX;58,03;    7;0,0000;0,00
71406C;BLACK ORANGE SQUEEZER;57,96;  138;0,0000;0,00
16046;TEATIME PEN CASE & PENS;57,80;   68;0,0000;0,00
90210A;GREY ACRYLIC FACETED BANGLE;57,55;   34;0,1673;31,25
84466;TOP SECRET PEN SET;57,50;   46;0,0000;0,00
84597C;RETRO PINK BALL ASHTRAY;57,50;   46;0,0000;0,00
85006;SET 4 NURSERY DES ROUND BOXES;57,25;   55;-0,8235;0,00
90214J;"LETTER ""J"" BLING KEY RING";57,21;   71;-0,0364;3,48
21460;GREEN EASTER EGG HUNT START POST;56,78;   28;-0,1016;0,00
90199B;5 STRAND GLASS NECKLACE AMETHYST;56,59;    9;-0,0080;0,00
44236;PINK/PURPLE CIRCLE CURTAIN;56,52;   52;-0,6980;0,00
90003B;ROSE COLOUR PAIR HEART HAIR SLIDES;56,31;   15;-0,0080;0,00
47341B;BLUE TABLE RUN FLOWER;56,25;   45;0,0000;0,00
90038A;GLASS AND PAINTED BEADS BRACELET TO;56,15;   15;-0,0027;0,00
90050;CRACKED GLAZE NECKLACE IVORY;55,72;    8;-0,0043;0,00
84679;CLASSICAL ROSE TABLE LAMP;55,70;    6;-2,0253;0,00
90023;FILIGREE DIAMANTE EARRINGS;55,02;   13;0,0060;0,00
84750B;BLACK SMALL GLASS CAKE STAND;54,99;   61;-2,0000;0,00
90014A;SILVER M.O.P. ORBIT NECKLACE;54,80;   11;0,3292;23,60
90071;RUBY GLASS CLUSTER EARRINGS;54,62;   44;-0,0071;0,00
72132;COLUMBIAN CUBE CANDLE;54,60;   28;0,0000;0,00
21336;GOLD WASHBAG;54,57;   27;-0,2429;0,00
90040C;MURANO STYLE GLASS BRACELET GOLD;54,42;   15;0,0164;24,50
20759;CHRYSANTHEMUM POCKET BOOK;54,40;   64;0,0000;0,00
90040A;MURANO STYLE GLASS BRACELET RED;54,29;   14;-0,1166;0,00
20793;BLUE TILED TRAY;54,00;    8;0,0000;0,00
79323B;BLACK CHERRY LIGHTS;54,00;    8;0,0000;0,00
23389;SPACEBOY MINI RUCKSACK;53,95;   13;0,0000;0,00
84251C;GREETING CARD, TWO SISTERS.;53,88;  127;-0,2070;4,75
90012A;MIDNIGHT BLUE DROP CRYSTAL NECKLACE;53,76;   11;-1,4448;0,00
90035A;"PEARL & SHELL 42""NECKL. GREEN";53,62;    5;0,0040;0,00
20851;ZINC HEART LATTICE TRAY OVAL;53,55;    9;0,0000;0,00
20756;GREEN FERN POCKET BOOK;53,55;   63;0,0000;0,00
47586A;PINK FAIRY CAKE CUSHION COVER;53,55;   21;0,0000;0,00
20697;LITTLE GREEN MONSTER SOFT TOY;53,55;   21;0,0000;0,00
90123B;TURQUOISE HEART OF GLASS BRACELET;53,42;    9;0,0044;0,00
90211B;JET BLACK LAS VEGAS NECKLACE 45CM;53,26;    9;-0,0143;0,00
90214E;"LETTER ""E"" BLING KEY RING";53,20;   72;-0,0249;7,25
20857;BLUE ROSE PATCH PURSE PINK BUTTERFL;52,80;   32;0,0000;0,00
90163B;WHITE ROSEBUD & PEARL NECKLACE;52,72;    7;-0,0048;0,00
90168;2 DAISIES HAIR COMB;52,56;   18;-0,0032;0,00
84805B;BLUE CLIMBING HYDRANGA ART FLOWER;52,50;   38;-0,6667;0,00
84842;HELLO SAILOR BATHROOM SET;52,50;   14;0,0000;0,00
90176D;DIAMANTE NECKLACE PURPLE;52,50;    7;0,0000;0,00
90138;WHITE/PINK MINI CRYSTALS NECKLACE;52,42;   10;0,0061;19,80
90141C;TURQ PENDANT TRIPLE SHELL NECKLACE;52,31;   10;0,0183;19,80
84927D;LA PALMIERA TILE HOOK;52,25;   48;-2,8085;0,00
23035;DOORKNOB CERAMIC IVORY;52,20;   36;0,0000;0,00
23196;RETO LEAVES MAGNETIC SHOPPING LIST;52,20;   36;0,0000;0,00
35265;COLOURFUL FLOWER FRUIT BOWL;52,20;   17;-0,1731;1,00
85028S;FRENCH CHATEAU SMALL FRUITBOWL;51,60;   24;-0,0385;0,00
90205A;LARGE MINT DIAMANTE HAIRSLIDE;51,51;   31;-0,0076;0,00
84597B;RETRO BROWN BALL ASHTRAY;51,25;   41;0,0000;0,00
20910;VINTAGE PHOTO ALBUM PARIS DAYS;50,80;    8;0,0000;0,00
84534B;FAIRY CAKE NOTEBOOK A5 SIZE;50,72;   53;-0,4765;0,00
35916B;BLUE FELT HANGING HEART WITH FLOWER;50,57;   75;-0,1175;0,00
17007B;S/3 POT POURI CUSHIONS BLUE COLOURS;50,40;   24;0,0000;0,00
90018C;SILVER BLACK ORBIT DROP EARRINGS;50,40;   12;-0,0080;0,00
47348A;FUSCHIA VOILE POINTY SHOE DEC;50,31;   97;-0,8000;0,00
44242B;PINK FEATHERS CURTAIN;50,28;   52;-0,1941;0,00
90214D;"LETTER ""D"" BLING KEY RING";49,90;   68;-0,0429;6,96
90214M;"LETTER ""M"" BLING KEY RING";49,82;   60;-0,0534;3,48
90180B;PURPLE AMETHYST NECKLACE W TASSEL;49,81;    5;-0,0012;0,00
23603;SET 10 CARD KRAFT REINDEER 17084;49,80;   20;0,0000;0,00
23197;VEGETABLE MAGNETIC  SHOPPING LIST;49,80;   36;0,0460;15,00
90079;VINTAGE ENAMEL & CRYSTAL NECKLACE;49,76;   10;-0,0086;0,00
20667;CHERRY BLOSSOM PURSE;49,69;   20;-0,0125;0,00
90202B;WHITE ENAMEL FLOWER HAIR TIE;49,65;   17;-0,0034;0,00
90142D;MOP PENDANT SHELL NECKLACE;49,64;   10;-0,0071;0,00
90157;RIVIERA NECKLACE;49,59;   10;0,0024;0,00
23015;CORDIAL JUG;49,50;    6;0,0000;0,00
21816;CHRISTMAS TREE T-LIGHT HOLDER;49,30;   34;0,0000;0,00
21089;SET/6 GREEN SPRING PAPER CUPS;48,99;  233;-0,4968;0,00
90038B;GLASS AND PAINTED BEADS BRACELET OL;48,77;   13;-0,0060;0,00
84497;BUTTONS AND STRIPES NOTEBOOK;48,75;   13;0,0000;0,00
90002D;FLOWER BURST SILVER RING CRYSTAL;48,71;   13;0,0012;0,00
21720;CAKE SHOP  STICKER SHEET;48,45;   57;0,0000;0,00
DCGS0076;SUNJAR LED NIGHT NIGHT LIGHT;48,39;    3;0,0000;0,00
84559a;3D SHEET OF DOG STICKERS;48,38;   29;-0,0058;0,00
84510E;SET OF 4 GREEN CAROUSEL COASTERS;48,29;   34;-0,3245;1,05
90205C;LARGE CRYSTAL DIAMANTE HAIRSLIDE;48,21;   29;-0,0032;0,00
84402B;PURPLE DRESS JEWELLERY STAND;48,19;   61;0,0000;0,00
90125B;AQUA BERTIE GLASS BEAD BAG CHARM;48,06;   30;-0,2725;10,20
90169;DAISY HAIR COMB;47,84;   19;-0,0092;0,00
90036A;FLOWER GARLAND NECKLACE RED;47,70;    6;0,0000;0,00
23539;WALL ART , LOVES' SECRET;47,60;    8;0,0000;0,00
90165B;WHITE ROSEBUD  PEARL EARRINGS;47,43;   19;-0,0056;0,00
17084J;LOVE POTION MASALA INCENSE;47,25;  225;0,0000;0,00
84706F;RED PEONY TABLE CLOCK;47,20;   16;0,0000;0,00
84715;SET OF 6 ICE CREAM SKITTLES;47,20;   16;0,0000;0,00
84086B;YELLOW/BLUE RETRO RADIO;47,20;   16;0,0000;0,00
84750A;PINK SMALL GLASS CAKE STAND;46,80;   24;0,0000;0,00
84857B;BLUE MONTE CARLO HANDBAG;46,80;   24;0,0000;0,00
90190A;SILVER/CRYSTAL DROP EARRINGS W LEAF;46,76;   16;-0,0038;0,00
21392;RED POLKADOT PUDDING BOWL;46,39;   34;0,1845;6,63
23107;WHITE WIRE PLANT POT HOLDER;46,24;   16;0,0000;0,00
84801B;WHITE HYDRANGEA ART FLOWER;46,20;   22;0,0000;0,00
23047;PAPER LANTERN 5 POINT STUDDED STAR;46,00;    8;0,0000;0,00
85031A;ROMANTIC IMAGES SCRAP BOOK SET;45,90;   16;0,2136;11,25
90012B;BLACK DROP CRYSTAL NECKLACE;45,35;   13;-0,7910;0,00
90064B;BLACK VINTAGE  CRYSTAL EARRINGS;45,00;   12;0,0000;0,00
23625;SET 6 CARDS SPARKLY REINDEER 17262;44,91;    9;0,0000;0,00
90141B;IVORY PENDANT TRIPLE SHELL NECKLACE;44,86;    9;-0,0125;0,00
84906;PINK BUTTERFLY CUSHION COVER;44,85;   23;0,6723;44,85
85185D;FROG SOCK PUPPET;44,25;   15;0,0000;0,00
20670;VIP HOLIDAY PURSE;44,04;   14;-0,3186;0,00
47344B;BLUE FLOWER DES PURSE;43,66;   44;-0,1687;0,00
79063C;RETRO PILL BOX KEY CHAIN,THE KING;43,65;  235;0,0038;18,00
90056;CHUNKY CRACKED GLAZE NECKLACE IVORY;43,51;    4;-0,0053;0,00
20698;LITTLE PINK MONSTER SOFT TOY;43,35;   17;0,0000;0,00
46138B;BLUE CHENILLE SHAGGY CUSHION COVER;43,15;   43;-0,2157;0,00
37444C;PINK BREAKFAST CUP AND SAUCER;43,05;   23;-4,3636;0,00
23038;T-LIGHT HOLDER SILVER SAUCER;42,92;   44;0,1841;29,88
84539;KNITTED RABBIT DOLL;42,90;   26;0,0000;0,00
22987;WRAP SUMMER ROSE DESIGN;42,84;  102;0,0000;0,00
20818;GOLD TEDDY BEAR;42,70;   15;0,2730;20,00
16254;TRANSPARENT ACRYLIC TAPE DISPENSER;42,58;   40;0,1970;24,65
84922;PINK BUTTERFLY WASHBAG;42,29;    9;-0,1584;0,00
90029;NEW BAROQUE SMALL NECKLACE BLACK;42,14;    5;-0,0108;0,00
90024F;NEW BAROQUE B'FLY NECKLACE CRYSTAL;42,13;    5;-0,0105;0,00
47570b;TEA TIME TABLE CLOTH;42,02;    2;-0,0106;0,00
16156L;WRAP, CAROUSEL;42,00;  100;0,0000;0,00
17084A;TRANQUILITY MASALA INCENSE;42,00;  200;0,0000;0,00
23231;WRAP  VINTAGE DOILEY;42,00;  100;0,0000;0,00
90120D;WHITE MURANO TWIST BRACELET;41,79;   10;-0,0140;0,00
20666;ECONOMY HOLIDAY PURSE;41,53;   30;-1,0631;0,00
23045;PAPER LANTERN 5 POINT STAR MOON 30;41,50;   10;0,0000;0,00
15030;FAN BLACK FRAME;41,47;  143;0,0000;0,00
90059D;DIAMANTE HAIR GRIP PACK/2 PERIDOT;41,45;   25;-0,0064;0,00
72807c;SET/3 VANILLA SCENTED CANDLE IN BOX;41,45;    5;0,0000;0,00
84997a;GREEN 3 PIECE POLKADOT CUTLERY SET;41,45;    5;0,0000;0,00
90059E;DIAMANTE HAIR GRIP PACK/2 RUBY;41,37;   25;-0,0032;0,00
90039B;FIRE POLISHED GLASS BRACELET MONTAN;41,31;   11;-0,0080;0,00
90162C;ANT SILVER FUSCHIA BOUDICCA RING;41,30;   14;0,0000;0,00
85089;CANDY SPOT BUNNY;41,30;   14;0,0000;0,00
23448;CREAM BUNNY EASTER EGG BASKET;41,25;   25;0,0000;0,00
75013B;STRING OF 8 BUTTERFLIES,PINK;41,25;   25;0,0000;0,00
84921;CREAM AND PINK FLOWERS PONY;41,25;   11;0,0000;0,00
90067A;PINK VINTAGE VICTORIAN EARRINGS;41,15;   14;0,0072;0,00
90177E;DROP DIAMANTE EARRINGS GREEN;41,08;   14;-0,0088;0,00
90177B;DROP DIAMANTE EARRINGS BLACK DIAMON;41,01;   14;-0,0079;0,00
90182C;BLACK 3 BEAD DROP EARRINGS;40,96;   14;-0,0042;0,00
90130C;GREEN STONE/CRYSTAL EARRINGS;40,95;   14;-0,0077;0,00
90177A;CLASSIC DIAMANTE EARRINGS JET;40,90;   14;-0,0019;0,00
23148;MINITURE ANTIQUE ROSE HOOK IVORY;40,80;   48;-0,0241;0,00
10120;DOGGY RUBBER;40,53;  193;0,0000;0,00
71495A;CD WALL TIDY BLUE OFFICE;40,38;  103;0,1401;34,56
90214G;"LETTER ""G"" BLING KEY RING";40,20;   60;-0,0064;7,25
85092;CANDY SPOT TEA COSY;40,05;   27;-0,8400;0,00
90187B;GREEN DROP EARRINGS W BEAD CLUSTER;40,03;   12;-0,0038;0,00
90165A;PINK ROSEBUD PEARL EARRINGS;39,98;   16;-0,0081;0,00
72369A;PINK CLEAR GLASS CANDLE PLATE;39,92;   30;-0,3227;0,00
23462;ROCOCO WALL MIROR;39,90;    2;0,0000;0,00
90135;ORANGE/WHT/FUSCHIA STONES NECKLACE;39,66;    8;-0,0031;0,00
84725;FREESTYLE CANVAS ART PICTURE;39,65;   41;-0,6593;0,00
22972;CHILDRENS SPACEBOY MUG;39,60;   24;0,0000;0,00
84596f;SMALL MARSHMALLOWS PINK BOWL;39,36;   16;0,0000;0,00
84575A;PINK DOG CANNISTER;39,30;   14;-1,0257;0,00
21307;SET/4 BUTTERFLY MIRROR MAGNETS;39,20;   79;0,3978;20,30
35910A;MULTICOLOUR EASTER RABBIT;39,00;   20;0,0000;0,00
47341A;FUSCHIA TABLE RUN FLOWER;38,75;   27;-0,4000;0,00
90064A;WHITE VINTAGE CRYSTAL EARRINGS;38,70;   10;-0,0534;0,00
84751B;BLACK MEDIUM GLASS CAKE STAND;38,69;   19;-1,2489;0,00
21393;BLUE POLKADOT PUDDING BOWL;38,67;   29;0,3054;5,07
47420;ASSORTED COLOUR SUCTION CUP HOOK;38,38;  202;0,0000;0,00
84559b;3D SHEET OF CAT STICKERS;38,33;   23;-0,0036;0,00
84746;PINK EASTER HENS+FLOWER;38,31;   14;-0,0583;0,00
84925D;LA PALMIERA WALL THERMOMETER;38,25;   15;0,0000;0,00
84617;NEW BAROQUE BLACK BOXES;38,25;    3;0,0000;0,00
90190B;GOLD/AMBER DROP EARRINGS W LEAF;38,18;   13;-0,0084;0,00
81952B;ROUND BLUE CLOCK WITH SUCKER;38,00;  200;0,0000;0,00
84033;FLAG OF ST GEORGE;37,95;   23;0,0000;0,00
84809B;PINK CHRYSANTHEMUMS ART FLOWER;37,80;   18;0,0000;0,00
90075;MONTANA DIAMOND CLUSTER NECKLACE;37,66;    4;0,0216;8,95
90199D;5 STRAND GLASS NECKLACE AMBER;37,62;    6;-0,0064;0,00
90212B;JET BLACK LAS VEGAS BRACELET ROUND;37,62;   10;-0,0094;0,00
79191D;RETRO PLASTIC DAISY TRAY;37,61;   35;-0,5206;0,00
23043;PAPER LANTERN 9 POINT HOLLY STAR 40;37,50;    6;0,0000;0,00
72709;IVORY SCULPTED RND CANDLE;37,40;   44;0,0000;0,00
35809a;ENAMEL PINK TEA CONTAINER;37,33;    9;-0,0043;0,00
84509b;SET OF 4 FAIRY CAKE PLACEMATS;37,30;    5;0,0000;0,00
90074;BLACK DIAMOND CLUSTER NECKLACE;37,24;    4;-0,0536;0,00
22837;HOT WATER BOTTLE BABUSHKA LARGE;37,20;    8;0,0000;0,00
22407;MONEY BOX FIRST AID DESIGN;36,78;   44;-0,0509;9,36
90085;CRYSTAL STILETTO PHONE CHARM;36,76;   34;0,0920;20,40
84522;PINK PARTY SUNGLASSES;36,76;   20;0,0684;11,41
90214H;"LETTER ""H"" BLING KEY RING";36,76;   48;-0,0297;3,77
71510;SQUARE METAL CANDLEHOLDER BASE;36,52;   52;0,0471;12,72
35913B;WHITE/PINK CHICK EASTER DECORATION;36,33;   37;-0,2610;0,00
84548;CROCHET BEAR RED/BLUE  KEYRING;36,30;   22;0,0000;0,00
17090D;VANILLA INCENSE 40 CONES IN TIN;36,25;   29;0,0000;0,00
84226;HEN HOUSE W FAMILY IN BARN & NEST;36,21;   51;0,0247;21,76
85216;ASSORTED CAKES FRIDGE MAGNETS;35,75;   55;0,0000;0,00
90094;NECKLACE+BRACELET SET FRUIT SALAD;35,70;   14;0,0000;0,00
90179C;BLACK FINE BEAD NECKLACE W TASSEL;35,44;    6;0,0073;0,00
79063D;RETRO PILL BOX , REVOLUTIONARY;35,33;  190;-0,0965;18,00
90179A;AMBER FINE BEAD NECKLACE W TASSEL;35,31;    6;-0,0089;0,00
90123D;WHITE HEART OF GLASS BRACELET;35,31;    6;-0,0089;0,00
90011B;BLACK CRYSTAL DROP EARRINGS;35,27;   12;-0,0108;0,00
90060F;FIRE POLISHED GLASS NECKL GREEN;35,16;    6;-0,0069;0,00
90186A;AMETHYST HOOP EARRING FLORAL LEAF;35,11;   12;-0,0090;0,00
90131;PINK/AMETHYST/GOLD NECKLACE;34,87;    5;-0,0087;0,00
23196;LEAVES MAGNETIC  SHOPPING LIST;34,80;   24;0,0000;0,00
90049;IVORY GOLD METAL BAG CHARM;34,77;    5;0,1677;14,85
90059F;DIAMANTE HAIR GRIP PACK/2 LT ROSE;34,69;   21;-0,0017;0,00
20827;GOLD APERITIF GLASS;34,32;   88;0,0000;0,00
79406;FROSTED WHITE BASE;34,12;  144;-0,6932;0,00
81950B;FLOWER BLUE CLOCK WITH SUCKER;33,93;  117;0,0000;0,00
84873A;FUNKY FLOWER PICNIC BAG FOR 4;33,90;    2;0,0000;0,00
90026C;GLASS BEAD HOOP NECKLACE GREEN;33,82;    4;0,0071;0,00
90024C;NEW BAROQUE B'FLY NECKLACE GREEN;33,81;    4;-0,0140;0,00
17136A;BLUE STONES ON WIRE FOR CANDLE;33,75;  404;-0,2438;0,00
90038C;GLASS AND BEADS BRACELET IVORY;33,69;    9;-0,0014;0,00
72783;BLACK SIL'T SQU CANDLE PLATE;33,60;   16;0,0000;0,00
90129D;AMBER GLASS TASSLE BAG CHARM;33,44;   14;-0,2366;0,00
23390;DOLLY GIRL MINI RUCKSACK;33,20;    8;0,0000;0,00
37423;WHITE WITH BLACK CATS PLATE;33,18;   78;-0,3932;0,00
72807b;SET/3 OCEAN SCENT CANDLE JEWEL BOX;33,16;    4;0,0000;0,00
35610C;WHITE CHRISTMAS FLOCK DROPLET;32,51;   25;-0,5040;0,00
37468;HARDMAN MUG 3 ASSORTED;32,42;   65;-1,2949;0,00
17109D;FLOWER FAIRY INCENSE BOUQUET;32,35;   61;-1,3790;0,00
84824;DANISH ROSE UMBRELLA STAND;31,90;    2;0,0000;0,00
90036B;"FLOWER GLASS GARLAND NECKL.36""GREEN";31,80;    4;0,0000;0,00
20878;SET/9 CHRISTMAS T-LIGHTS SCENTED;31,25;   25;0,0000;0,00
23366;SET 12 COLOUR PENCILS DOILEY;31,20;   48;0,0000;0,00
23632;SET 10 CARDS CHEERFUL ROBIN 17065;31,20;   15;0,0000;0,00
44228;CANNABIS LEAF BEAD CURTAIN;30,60;   36;0,0000;0,00
22937;BAKING MOULD CHOCOLATE CUP CAKES;30,60;   12;0,0000;0,00
85018D;YULETIDE IMAGES S/6 PAPER BOXES;30,60;   12;0,0000;0,00
22937;BAKING MOULD CUPCAKE CHOCOLATE;30,60;   12;0,0000;0,00
37471;MULTICOLOUR POLKADOT PLATE;30,43;   29;-2,2667;0,00
90176B;DIAMANTE NECKLACE BLACK;30,12;    4;-0,0080;0,00
23250;ENAMEL BOWL PANTRY;30,00;   24;0,0000;0,00
23396;BUTTERFLY CUSHION COVER;30,00;    8;0,0000;0,00
23437;GIFT BAG LARGE 50'S CHRISTMAS;30,00;   24;0,0000;0,00
23252;ENAMEL JUG PANTRY;30,00;    8;0,0000;0,00
35610B;BLACK CHRISTMAS FLOCK DROPLET;30,00;   24;0,0000;0,00
22953;BIRTHDAY BANNER TAPE;30,00;   24;0,0000;0,00
90195B;BLACK GEMSTONE BRACELET;29,98;    4;0,1626;2,95
90176E;DIAMANTE NECKLACE GREEN;29,98;    4;0,0009;0,00
90039A;FIRE POLISHED GLASS BRACELET RED;29,96;    8;-0,0018;0,00
21310;CAPIZ CHANDELIER;29,95;    1;0,0000;0,00
90122B;JADE CRYSTAL+GLASS BRACELET;29,93;    6;-0,0017;0,00
21667;GLASS CAKE COVER AND PLATE;29,90;    2;0,0000;0,00
90014C;SILVER/BLACK ORBIT NECKLACE;29,85;    3;0,0000;0,00
90136;PALE PINK/AMETHYST STONE NECKLACE;29,85;    3;0,0000;0,00
84660a;WHITE STITCHED WALL CLOCK;29,84;    4;0,0000;0,00
90159;COTE D'AZURE NECKLACE;29,79;    6;0,0024;0,00
90001D;ANTIQUE OLIVE GREEN FLOWER EARRINGS;29,73;    7;0,0010;0,00
90120A;PINK MURANO TWIST BRACELET;29,73;    7;-0,0008;0,00
21757;LIGHTHOUSE PRINTED METAL SIGN;29,70;    6;0,0000;0,00
21040;MODERN VINTAGE COTTON SHOPPING BAG;29,70;   22;-1,1139;0,00
23530;WALL ART,ONLY ONE PERSON;29,70;    6;0,0000;0,00
35816P;ACRYLIC JEWEL ANGEL,PINK;29,64;   78;0,0000;0,00
90214I;"LETTER ""I"" BLING KEY RING";29,62;   38;0,0556;3,77
84706D;CHERRY BLOSSOM TABLE CLOCK;29,60;    8;-0,8974;0,00
84465;15 PINK FLUFFY CHICKS IN BOX;29,50;   10;0,0000;0,00
90162D;ANT SILVER PURPLE BOUDICCA RING;29,50;   10;0,0000;0,00
82605;OLD DOC RUSSEL METAL SIGN;29,40;   14;0,0000;0,00
84558a;3D DOG PICTURE PLAYING CARDS;29,31;    5;0,0081;0,00
85030;FRENCH CHATEAU OVAL PLATTER;29,25;   15;0,0000;0,00
90214N;"LETTER ""N"" BLING KEY RING";29,23;   41;-0,0141;3,77
84199;GLOW IN DARK DOLPHINS;29,19;  139;0,0000;0,00
21011;GLITTER SNOW PEAR TREE DECORATION;29,00;   20;0,0000;0,00
46776f;WOVEN ROSE GARDEN CUSHION COVER;28,91;    7;0,0000;0,00
90152A;SILVER/NAT SHELL NECKLACE W PENDANT;28,76;    5;0,0333;10,91
84803B;WHITE ALLIUM  ARTIFICIAL FLOWER;28,73;   17;0,0000;0,00
90093;CLEAR CRYSTAL STAR PHONE CHARM;28,57;   52;0,2705;17,13
90027D;GLASS BEAD HOOP EARRINGS AMETHYST;28,40;    9;0,0186;11,80
17165D;ASS COL LARGE SAND FROG P'WEIGHT;28,35;   27;0,0000;0,00
23380;PACK OF 12 DOILEY TISSUES;28,08;   72;0,0000;0,00
84798B;PURPLE FOXGLOVE ARTIIFCIAL FLOWER;28,05;   11;0,0000;0,00
90005A;JADE GREEN ENAMEL HAIR COMB;28,02;   14;-0,0369;0,00
90214R;"LETTER ""R"" BLING KEY RING";28,01;   41;0,0058;3,77
84613A;PINK NEW BAROQUE FLOCK CANDLESTICK;27,90;    6;0,0000;0,00
79066k;RETRO MOD TRAY;27,77;   17;-0,0037;0,00
